code,name,date,open,high,low,close,volume,amount,turnover,raw_open,raw_close,raw_prev_date,raw_prev_close,scale
000417,合百集团,2026-06-04,154.8323044195408,160.0877090081936,154.22591158238853,157.2578757681498,47081035.0,366461763.0,0.06043565594455541,7.66,7.78,2026-06-03,7.79,20.213094571741618
000419,通程控股,2026-06-04,89.17480239868163,90.92676315307618,87.42284164428712,87.94842987060547,6533120.0,33098497.0,0.0120186321986304,5.09,5.02,2026-06-03,5.1,17.519607543945312
000420,吉林化纤,2026-06-04,30.08546584235297,30.42579916636149,29.540932523939343,29.813199183146157,76348239.0,334282430.0,0.03106067205226446,4.42,4.38,2026-06-03,4.5,6.806666480170356
000421,南京公用,2026-06-04,64.49949014329016,64.94051229811608,62.845657062692986,63.17642367881243,6168500.0,35566120.0,0.010740971223779282,5.85,5.73,2026-06-03,5.87,11.025553870647892
000422,湖北宜化,2026-06-04,194.65914360207532,195.37218075812686,188.3844166288216,189.81049094092472,28124986.0,375400465.0,0.026586763293136813,13.65,13.31,2026-06-03,13.73,14.260743121031158
000423,东阿阿胶,2026-06-04,605.4532061203263,609.3775534154145,593.5575283820901,596.0102454415203,3271164.0,159910312.0,0.005088531553333211,49.37,48.6,2026-06-03,49.32,12.263585297150623
000425,徐工机械,2026-06-04,460.8896216002701,475.6933567694437,457.9288745664354,466.31765782896707,97664501.0,925407425.0,0.010850941649194177,9.34,9.45,2026-06-03,9.37,49.3457838972452
000426,兴业银锡,2026-06-04,713.8403466518388,716.0700257740093,680.9097011551659,684.1684629491074,69743407.0,2808653597.0,0.039287512580571914,41.62,39.89,2026-06-03,42.08,17.151377862850524
000428,华天酒店,2026-06-04,46.58839558346171,47.246423769668795,45.66715612277179,46.193578671737455,11766955.0,41388017.0,0.011548390167686369,3.54,3.51,2026-06-03,3.55,13.160563724141726
000429,粤高速Ａ,2026-06-04,69.52095774774965,70.17303022301715,68.86888527248216,69.47079832657523,5622345.0,77895924.0,0.00431383103703599,13.86,13.85,2026-06-03,13.8,5.015942117442255
000430,张家界,2026-06-04,43.51927635468631,44.26228839001023,42.40475830170045,43.996926948823116,17519300.0,143260461.0,0.04727835205129833,8.2,8.29,2026-06-03,8.3,5.307228823742234
000498,山东路桥,2026-06-04,16.698011015386925,16.793976595935128,16.378125746892923,16.410114273742323,7494100.0,38723122.0,0.005170672643014205,5.22,5.13,2026-06-03,5.23,3.1988526849400243
